"site","survey_dat","latitude","longitude","n_otters","coords.x1","coords.x2"
"2017_L_01","2017/07/22",55.263893,-133.006149,"1",626696.304883415,6125969.71294328
"2017_L_01","2017/07/22",55.264252,-132.983139,"1",628157.074928712,6126051.72108582
"2017_L_01","2017/07/22",55.26775,-132.991913,"1",627588.416063266,6126424.81123811
"2017_L_01","2017/07/22",55.26836,-132.998886,"1",627143.484912643,6126479.93762819
"2017_L_01","2017/07/22",55.270206,-132.992218,"1",627561.167253314,6126697.50752279
"2017_L_01","2017/07/22",55.271648,-132.9991,"1",627119.386385499,6126845.37075015
"2017_L_01","2017/07/22",55.270615,-132.993652,"1",627468.763315014,6126740.38928939
"2017_L_01","2017/07/22",55.269451,-133.010315,"1",626413.964870881,6126580.5337315
"2017_L_01","2017/07/22",55.269085,-133.014175,"2",626169.915911294,6126532.81815727
"2017_M_08","2017/07/22",55.297726,-133.300232,"1",607919.500834565,6129239.09875514
"2017_M_08","2017/07/22",55.297726,-133.300232,"1",607919.500834565,6129239.09875514
"S16","2017/07/23",54.887367,-132.812622,"5",640303.533842555,6084449.10652543
"S16","2017/07/23",54.886642,-132.828949,"3",639258.953250976,6084335.85665089
"S16","2017/07/23",54.882229,-132.826736,"1",639416.119851454,6083849.31471397
"S16","2017/07/23",54.887424,-132.835953,"150",638807.074850229,6084408.94685989
"S16","2017/07/23",54.87822,-132.823456,"5",639640.364433495,6083409.85009516
"S16","2017/07/23",54.880283,-132.825928,"1",639474.667672361,6083634.43169791
"S16","2017/07/23",54.87912,-132.826584,"1",639436.60605204,6083503.74183692
"S16","2017/07/23",54.878654,-132.838577,"1",638668.913082361,6083428.08481756
"S16","2017/07/23",54.879936,-132.823456,"1",639634.429832513,6083600.75451331
"S16","2017/07/23",54.877583,-132.81691,"3",640062.476700583,6083352.05710384
"S16","2017/07/23",54.870392,-132.825577,"1",639531.353973749,6082534.76053049
"S16","2017/07/23",54.873775,-132.816666,"1",640091.338773587,6082928.90729729
"S16","2017/07/23",54.870029,-132.824966,"3",639571.809490407,6082495.59442978
"S16","2017/07/23",54.872211,-132.807922,"1",640657.743275402,6082772.44031118
"S16","2017/07/23",54.871384,-132.807388,"1",640694.883439183,6082681.50992581
"S16","2017/07/23",54.87355,-132.805542,"1",640805.765543015,6082926.18564431
"S16","2017/07/23",54.873058,-132.806763,"1",640729.148370488,6082868.99677312
"S16","2017/07/23",54.870747,-132.807358,"1",640699.027229683,6082610.70449888
"S16","2017/07/23",54.867447,-132.806839,"1",640743.823747434,6082244.6253192
"S16","2017/07/23",54.869781,-132.80722,"1",640711.246425007,6082503.51510795
"S16","2017/07/23",54.867203,-132.818054,"1",640025.076307493,6082195.00060119
"S16","2017/07/23",54.864033,-132.816544,"1",640132.959927613,6081845.36040419
"S16","2017/07/23",54.864685,-132.804703,"1",640890.509564737,6081941.65019051
"S16","2017/07/23",54.863289,-132.802841,"1",641014.862628648,6081790.09393426
"S16","2017/07/23",54.861591,-132.815765,"1",640191.421073959,6081575.24871099
"S16","2017/07/23",54.861744,-132.805618,"1",640842.048583197,6081612.62674159
"S16","2017/07/23",54.860794,-132.803925,"1",640954.006723141,6081510.34597899
"S16","2017/07/23",54.848854,-132.807053,"1",640794.86265783,6080175.74410662
"S16","2017/07/23",54.84985,-132.818314,"1",640068.533655361,6080263.97329997
"S16","2017/07/23",54.849518,-132.775558,"1",642814.265939301,6080313.36803595
"S16","2017/07/23",54.843842,-132.773621,"1",642958.676125724,6079685.8757008
"S16","2017/07/23",54.846413,-132.77507,"2",642856.564254798,6079968.93814672
"S16","2017/07/23",54.841244,-132.766937,"1",643397.005516456,6079410.51441087
"S3","2017/07/23",54.883972,-132.390488,"1",667388.455398002,6084998.98829961
"S3","2017/07/23",54.88625,-132.387268,"1",667585.496786027,6085260.09119613
"S3","2017/07/23",54.87714,-132.389938,"2",667452.064493261,6084240.32682778
"S3","2017/07/23",54.872025,-132.36731,"1",668924.848863754,6083725.70008369
"S3","2017/07/23",54.884373,-132.370209,"1",668687.278432406,6085092.2667181
"S3","2017/07/23",54.881134,-132.363358,"1",669140.201119085,6084748.49843713
"S3","2017/07/23",54.874271,-132.34845,"2",670125.234667548,6084021.19894263
"S3","2017/07/23",54.87775,-132.353836,"1",669765.119494004,6084395.11827186
"S3","2017/07/23",54.88501,-132.352371,"1",669828.537644841,6085206.24954312
"S3","2017/07/23",54.888317,-132.351013,"1",669901.701394845,6085577.40433588
"S3","2017/07/23",54.889175,-132.356705,"1",669533.109057246,6085659.04655947
"L05","2017/07/24",55.072689,-132.869583,"1",636022.386745064,6104953.97342008
"L05","2017/07/24",55.081757,-132.89888,"1",634121.781233296,6105906.18144877
"S25","2017/07/24",55.116909,-132.918259,"1",632768.351667062,6109779.99851425
"S23","2017/07/25",55.260025,-133.173645,"1",616065.617805426,6125247.68450002
"S23","2017/07/25",55.258358,-133.194855,"1",614722.674096904,6125027.09712001
"S23","2017/07/25",55.256897,-133.214645,"1",613469.263971911,6124832.14946989
"S23","2017/07/25",55.251389,-133.213318,"45",613569.3007764,6124221.46400769
"S23","2017/07/25",55.25378,-133.209137,"1",613828.198467411,6124494.3165764
"S23","2017/07/25",55.248108,-133.220886,"1",613097.61674288,6123844.10190486
"S23","2017/07/25",55.231117,-133.224167,"1",612937.221458566,6121948.28544445
"S23","2017/07/25",55.229115,-133.227386,"1",612738.189136866,6121720.3250689
"S23","2017/07/25",55.221527,-133.232712,"1",612420.89076857,6120867.45143661
"S23","2017/07/25",55.214638,-133.24733,"1",611510.374708785,6120077.48193698
"S23","2017/07/25",55.226105,-133.244308,"1",611670.501148143,6121358.19133934
"S23","2017/07/25",55.231728,-133.248749,"1",611372.349686934,6121976.73256422
"S23","2017/07/25",55.268417,-133.199982,"1",614367.97014969,6126137.88234068
"S23","2017/07/25",55.264732,-133.20256,"1",614214.76434555,6125723.64488842
"S23","2017/07/25",55.262115,-133.202805,"1",614206.706230972,6125432.0638302
"S23","2017/07/25",55.271149,-133.19281,"1",614815.723279334,6126453.64843052
"S23","2017/07/25",55.276772,-133.1931,"3",614781.079382101,6127078.81181435
"S23","2017/07/25",55.262325,-133.175186,"1",615960.998292348,6125501.02710653
"S23","2017/07/25",55.264454,-133.198303,"1",614486.035371066,6125699.69682881
"2017_M_07","2017/07/26",55.568992,-133.385819,"1",601785.602182362,6159293.98559777
"2017_M_07","2017/07/26",55.564701,-133.396118,"3",601147.265181233,6158801.46498234
"2017_M_07","2017/07/26",55.572803,-133.428833,"2",599063.917388618,6159655.85479649
"2017_M_07","2017/07/26",55.56831,-133.431259,"1",598922.262570486,6159152.44100103
"2017_M_07","2017/07/26",55.569275,-133.441177,"1",598294.495110838,6159245.73981488
"2017_M_07","2017/07/26",55.567822,-133.443787,"1",598133.554253374,6159080.36707362
"2017_M_07","2017/07/26",55.565426,-133.432602,"1",598844.825429116,6158829.61364836
"2017_M_07","2017/07/26",55.567451,-133.452927,"6",597558.163337517,6159026.20818717
"2017_M_07","2017/07/26",55.566513,-133.456131,"1",597358.457515755,6158917.33668845
"2017_M_07","2017/07/26",55.562248,-133.456619,"1",597338.232566907,6158442.06565541
"2017_M_07","2017/07/26",55.557133,-133.458572,"2",597227.702535908,6157870.16007079
"2017_M_07","2017/07/26",55.558895,-133.45137,"1",597677.567456487,6158076.32991847
"2017_M_07","2017/07/26",55.55022,-133.458191,"1",597268.807087937,6157101.45163217
"2017_M_07","2017/07/26",55.548729,-133.456482,"1",597380.300718837,6156937.93543309
"2017_M_07","2017/07/26",55.554329,-133.466125,"1",596758.217837316,6157547.59958396
"S32","2017/07/26",55.616787,-133.388565,"1",601489.023251443,6164608.3050254
"S32","2017/07/26",55.614277,-133.395584,"1",601053.4609535,6164318.76603813
"S32","2017/07/26",55.622749,-133.412079,"3",599993.059043083,6165237.5975831
"S32","2017/07/26",55.624046,-133.410492,"2",600089.67943066,6165384.20858182
"S32","2017/07/26",55.622456,-133.403595,"5",600528.005505766,6165217.24896898
"S32","2017/07/26",55.621162,-133.39975,"1",600773.428119712,6165078.83503683
"S32","2017/07/26",55.627087,-133.399948,"1",600745.760360948,6165737.85041907
"S32","2017/07/26",55.626816,-133.401978,"1",600618.649711903,6165704.75017358
"S32","2017/07/26",55.62196,-133.407257,"1",600298.692032419,6165156.75895504
"S32","2017/07/26",55.625294,-133.390533,"2",601343.137641203,6165552.04159916
"S32","2017/07/26",55.628895,-133.412186,"1",599970.674938645,6165921.33963577
"S32","2017/07/26",55.630512,-133.40271,"1",600563.098050244,6166114.9611486
"S32","2017/07/26",55.638866,-133.404068,"1",600456.229192237,6167042.58561397
"S32","2017/07/26",55.630745,-133.415161,"1",599778.681450953,6166122.91744043
"S32","2017/07/26",55.629581,-133.420242,"1",599461.768508007,6165986.09997592
"S32","2017/07/26",55.652634,-133.410889,"1",599991.831675996,6168564.77138061
"S32","2017/07/26",55.657009,-133.418701,"2",599489.225326713,6169040.37189337
"S32","2017/07/26",55.662285,-133.411697,"1",599916.407503031,6169637.52740354
"S32","2017/07/26",55.664398,-133.422012,"2",599262.226370549,6169857.84585542
"S32","2017/07/26",55.668816,-133.429077,"1",598806.714661441,6170339.37735719
"S32","2017/07/26",55.663525,-133.433655,"12",598532.091648247,6169744.10451108
"S32","2017/07/26",55.655785,-133.427994,"4",598907.685315476,6168890.8837714
"S32","2017/07/26",55.653564,-133.42569,"1",599058.243664261,6168647.02717214
"S32","2017/07/26",55.645138,-133.43895,"1",598245.073024671,6167690.56502661
"S32","2017/07/26",55.641491,-133.437408,"1",598351.249606666,6167286.92647373
"S32","2017/07/26",55.639572,-133.435806,"1",598456.885821698,6167075.66002395
"S32","2017/07/26",55.639088,-133.434448,"1",598543.571403301,6167023.73012499
"S32","2017/07/26",55.635155,-133.431625,"1",598731.140475327,6166590.09559115
"S32","2017/07/26",55.635109,-133.431641,"2",598730.249033863,6166584.95415402
"S32","2017/07/26",55.6348,-133.430832,"1",598781.949544055,6166551.72122425
"S32","2017/07/26",55.63253,-133.431747,"1",598730.062281376,6166297.82379062
"S32","2017/07/26",55.62735,-133.418472,"25",599578.855186301,6165740.38303948
"S32","2017/07/26",55.626934,-133.42952,"1",598884.343050151,6165678.29694972
"S32","2017/07/26",55.625393,-133.413101,"1",599921.981364823,6165530.33682905
"2017_M_0203","2017/08/05",55.495296,-133.193069,"4",614151.763698619,6151393.26088372
"2017_M_0203","2017/08/05",55.49498,-133.190842,"1",614293.351563384,6151361.75951975
"2017_M_0203","2017/08/05",55.493584,-133.193436,"1",614133.532697348,6151202.16696006
"2017_M_0203","2017/08/05",55.477821,-133.192612,"2",614231.188378879,6149449.60077081
"2017_H_07","2017/08/06",55.650421,-133.411621,"1",599951.413964581,6168317.46419921
"2017_H_07","2017/08/06",55.643986,-133.409958,"1",600072.4610994,6167603.80429012
"2017_H_07","2017/08/06",55.632877,-133.408936,"1",600165.12083931,6166369.12291129
"2017_H_07","2017/08/06",55.632271,-133.408524,"1",600192.602275531,6166302.28493821
"2017_H_07","2017/08/06",55.634811,-133.404785,"1",600421.474679123,6166590.32761477
"2017_H_07","2017/08/06",55.630421,-133.398849,"1",600806.391840076,6166110.43638349
"2017_H_07","2017/08/06",55.631695,-133.399063,"1",600789.649508246,6166251.88971839
"2017_H_07","2017/08/06",55.630802,-133.3992,"1",600783.317455463,6166152.32233155
"2017_H_07","2017/08/06",55.62928,-133.404343,"5",600463.448478405,6165975.50548263
"2017_H_07","2017/08/06",55.62957,-133.397583,"1",600888.2765989,6166017.58109907
"2017_H_07","2017/08/06",55.627579,-133.405762,"1",600378.463967091,6165784.17372474
"2017_H_07","2017/08/06",55.62888,-133.395462,"1",601023.57747997,6165943.88674754
"2017_H_07","2017/08/06",55.630211,-133.406326,"1",600336.230313848,6166076.23383231
"2017_H_07","2017/08/06",55.629707,-133.411423,"2",600016.641562715,6166012.79427057
"2017_H_07","2017/08/06",55.631409,-133.414459,"1",599821.185918908,6166197.81360132
"2017_H_07","2017/08/06",55.626537,-133.404373,"1",600468.577666501,6165670.23503531
"2017_H_07","2017/08/06",55.622993,-133.399734,"1",600769.737788675,6165282.60224284
"2017_H_07","2017/08/06",55.622822,-133.398956,"1",600819.163268819,6165264.7040599
"2017_H_07","2017/08/06",55.6259,-133.390839,"1",601322.308075221,6165619.02724185
"2017_H_07","2017/08/06",55.621567,-133.387558,"1",601540.0815939,6165141.66948534
"2017_H_07","2017/08/06",55.621197,-133.398743,"1",600836.746660437,6165084.19211459
"2017_H_07","2017/08/06",55.624672,-133.408035,"1",600242.781942063,6165457.41249434
"2017_H_07","2017/08/06",55.623333,-133.410934,"1",600063.666309471,6165304.232253
"2017_H_07","2017/08/06",55.626751,-133.418076,"1",599605.305849624,6165674.29745399
"2017_H_07","2017/08/06",55.62841,-133.420425,"1",599453.213698919,6165855.53445335
"2017_H_07","2017/08/06",55.630421,-133.423187,"1",599274.244088474,6166075.35472827
"2017_H_07","2017/08/06",55.63504,-133.425491,"1",599117.538542572,6166586.04249929
"2017_H_07","2017/08/06",55.632103,-133.432846,"15",598661.953518258,6166248.74627047
"2017_H_07","2017/08/06",55.632984,-133.432892,"4",598656.8439749,6166346.71461265
"2017_H_07","2017/08/06",55.637779,-133.433121,"6",598630.380867249,6166879.95548218
"2017_H_07","2017/08/06",55.637764,-133.435822,"1",598460.413882044,6166874.45089131
"2017_H_07","2017/08/06",55.633087,-133.444138,"1",597948.661503068,6166342.24676627
"2017_H_07","2017/08/06",55.62627,-133.447556,"1",597750.470992654,6165578.86131313
"2017_H_07","2017/08/06",55.627949,-133.438065,"1",598343.81860574,6165779.10055722
"2017_H_07","2017/08/06",55.614414,-133.398987,"1",600838.79300545,6164329.06196433
"2017_H_07","2017/08/06",55.612476,-133.399628,"1",600803.395977347,6164112.4809081
"2017_H_07","2017/08/06",55.613003,-133.393555,"1",601184.525557031,6164179.95800587
"2017_H_07","2017/08/06",55.616554,-133.386642,"1",601610.725892708,6164585.19135575
"2017_H_07","2017/08/06",55.615608,-133.380981,"2",601969.681888615,6164488.22720669
"2017_H_07","2017/08/06",55.610676,-133.377457,"1",602204.439273175,6163944.60563382
"2017_H_07","2017/08/06",55.617313,-133.419739,"1",599524.517600969,6164621.6978329
"S33","2017/08/07",55.437241,-133.436356,"1",598928.995250586,6144560.7010568
"S33","2017/08/07",55.438049,-133.435181,"1",599001.306220749,6144652.28067053
"S33","2017/08/07",55.437012,-133.444092,"8",598440.165085406,6144524.2453515
"S33","2017/08/07",55.432743,-133.455093,"1",597754.757170015,6144033.71029734
"S33","2017/08/07",55.431164,-133.490051,"1",595546.770375184,6143809.44418381
"S33","2017/08/07",55.429375,-133.495728,"1",595191.874381983,6143602.59425733
"S33","2017/08/07",55.425476,-133.514847,"1",593991.363466218,6143142.74526077
"S33","2017/08/07",55.42757,-133.528595,"1",593116.429436388,6143357.26595425
"S33","2017/08/07",55.427681,-133.532288,"1",592882.4791495,6143364.6808994
"S33","2017/08/07",55.42392,-133.543243,"1",592198.020971575,6142931.60866166
"S33","2017/08/07",55.420193,-133.543793,"50",592171.894475882,6142516.16185912
"S33","2017/08/07",55.418716,-133.54126,"1",592335.656479092,6142355.16867717
"S33","2017/08/07",55.41814,-133.540771,"1",592367.951181314,6142291.72395233
"S33","2017/08/07",55.417641,-133.540024,"1",592416.397144946,6142237.19018211
"S33","2017/08/07",55.418774,-133.532791,"1",592871.551565296,6142372.89370786
"S33","2017/08/07",55.418671,-133.523407,"1",593465.737670746,6142373.99764158
"S33","2017/08/07",55.421036,-133.523514,"1",593453.380566101,6142637.01594299
"S33","2017/08/07",55.420574,-133.515854,"1",593939.274325732,6142595.92263124
"S33","2017/08/07",55.423424,-133.508301,"1",594410.50492681,6142923.27495132
"S33","2017/08/07",55.421059,-133.498138,"1",595059.355876331,6142673.95130768
"S33","2017/08/07",55.420055,-133.501541,"1",594846.388887129,6142557.58905809
"S33","2017/08/07",55.420193,-133.494034,"1",595321.180436692,6142583.20343248
"S33","2017/08/07",55.421276,-133.48941,"1",595611.219207627,6142710.05651131
"S33","2017/08/07",55.417091,-133.470871,"1",596794.762324792,6142270.01233747
"S33","2017/08/07",55.420319,-133.469559,"1",596869.904559587,6142631.0261488
"S33","2017/08/07",55.424301,-133.454453,"2",597816.11983372,6143095.2475641
"S33","2017/08/07",55.430279,-133.465637,"1",597093.684757416,6143744.76883438
"S33","2017/08/07",55.427814,-133.462265,"1",597313.108011918,6143475.19299157
"S33","2017/08/07",55.425472,-133.457031,"1",597650.084906702,6143221.92622541
"S33","2017/08/07",55.422852,-133.453537,"1",597877.671597134,6142935.30208317
"S33","2017/08/07",55.420403,-133.450089,"1",598101.952012659,6142667.65220319
"S33","2017/08/07",55.424438,-133.445938,"1",598354.638268826,6143122.49609304
"S33","2017/08/07",55.420956,-133.445419,"1",598396.139982327,6142735.78007651
"S33","2017/08/07",55.419388,-133.443939,"1",598493.709689892,6142563.39935597
"S33","2017/08/07",55.411552,-133.45697,"1",597688.29708975,6141673.1007237
"S33","2017/08/07",55.412544,-133.453674,"1",597894.493780784,6141788.11475119
"S33","2017/08/07",55.407967,-133.462341,"1",597357.106735018,6141266.66258213
"S33","2017/08/07",55.404629,-133.457367,"1",597680.243540816,6140902.20616012
"S33","2017/08/07",55.41008,-133.464737,"1",597200.228894575,6141498.43156663
"S33","2017/08/07",55.403324,-133.457825,"1",597654.463396481,6140756.35328404
"S33","2017/08/07",55.400375,-133.455582,"2",597803.76635459,6140431.36175085
"S33","2017/08/07",55.401993,-133.453323,"2",597942.808808455,6140614.57676506
"S33","2017/08/07",55.401863,-133.448151,"1",598270.618220523,6140607.40237636
"S33","2017/08/07",55.394115,-133.452637,"1",598005.736986202,6139738.94221316
"S33","2017/08/07",55.393757,-133.457687,"1",597686.794039746,6139692.00747954
"S33","2017/08/07",55.40699,-133.451004,"1",598077.26878254,6141173.86903486
"S33","2017/08/07",55.415245,-133.442474,"1",598596.75150155,6142104.47398439
"S33","2017/08/07",55.431652,-133.436142,"1",598956.515011404,6143939.10491373
"2017_H_03","2017/08/08",55.816036,-133.213104,"1",611966.914950329,6187049.72250863
"2017_H_03","2017/08/08",55.814785,-133.212738,"1",611993.439002972,6186911.11058898
"2017_H_03","2017/08/08",55.818649,-133.202377,"1",612631.438879185,6187357.87764606
"2017_H_03","2017/08/08",55.82814,-133.194733,"1",613082.783053799,6188426.43646264
"2017_H_03","2017/08/08",55.83046,-133.187592,"1",613523.285178038,6188696.27759866
"2017_H_03","2017/08/08",55.836605,-133.169388,"2",614645.299229654,6189410.05077023
"2017_H_03","2017/08/08",55.831657,-133.175934,"1",614249.903725386,6188848.64875577
"2017_H_03","2017/08/08",55.830627,-133.171097,"3",614555.858049576,6188742.0298526
"2017_H_03","2017/08/08",55.827496,-133.174774,"2",614334.75856564,6188387.55509452
"2017_H_03","2017/08/08",55.829765,-133.172852,"1",614448.476586475,6188643.20980121
"2017_H_03","2017/08/08",55.822613,-133.180832,"1",613969.601377138,6187834.21965524
"2017_H_03","2017/08/08",55.824234,-133.177826,"1",614153.154386572,6188019.54563068
"2017_H_03","2017/08/08",55.820896,-133.18103,"1",613962.217968549,6187642.83736441
"2017_H_03","2017/08/08",55.820911,-133.17691,"1",614220.268444896,6187651.29498326
"2017_H_03","2017/08/08",55.819321,-133.178268,"1",614139.852875161,6187472.1311683
"2017_H_03","2017/08/08",55.816048,-133.18071,"1",613996.439117373,6187103.91099331
"2017_H_03","2017/08/08",55.817085,-133.175507,"1",614319.377123979,6187227.87888597
"2017_H_03","2017/08/08",55.813923,-133.179306,"1",614090.6204276,6186869.76756985
"2017_H_03","2017/08/08",55.812546,-133.181168,"11",613977.980794234,6186713.47812842
"2017_H_03","2017/08/08",55.810814,-133.171906,"1",614563.404401751,6186536.03641295
"2017_H_03","2017/08/08",55.810562,-133.175262,"1",614353.854997615,6186502.44878864
"2017_H_03","2017/08/08",55.808769,-133.17308,"1",614495.844882827,6186306.54155624
"2017_H_03","2017/08/08",55.810482,-133.17749,"2",614214.480907961,6186489.87011018
"2017_H_03","2017/08/08",55.815712,-133.191757,"3",613305.2970749,6187048.39236624
"2017_H_03","2017/08/08",55.811935,-133.191177,"1",613352.615010141,6186629.06157896
"2017_H_03","2017/08/08",55.809216,-133.196243,"1",613043.066549995,6186318.22812042
"2017_H_03","2017/08/08",55.814438,-133.19133,"1",613335.752930436,6186907.32867142
"2017_H_03","2017/08/08",55.815292,-133.194839,"1",613113.419606102,6186996.61885429
"2017_H_03","2017/08/08",55.808689,-133.189468,"3",613469.143237115,6186270.66685634
"2017_H_03","2017/08/08",55.807007,-133.187851,"1",613575.368999445,6186086.15573752
"2017_H_03","2017/08/08",55.806152,-133.192429,"1",613290.964080402,6185983.51866345
"2017_H_03","2017/08/08",55.806229,-133.186981,"1",613632.155653353,6186001.01225145
"2017_H_01","2017/08/09",55.696905,-133.399301,"1",600607.226683575,6173507.81312642
"2017_H_01","2017/08/09",55.700661,-133.393661,"1",600951.996165242,6173933.96198124
"2017_H_01","2017/08/09",55.694904,-133.395126,"1",600874.76241799,6173291.21495285
"2017_H_01","2017/08/09",55.691959,-133.391464,"1",601112.517971331,6172968.84065678
"2017_H_01","2017/08/09",55.690411,-133.401382,"2",600493.102869306,6172782.17012407
"2017_H_01","2017/08/09",55.688389,-133.398941,"2",600651.73032383,6172560.71012377
"2017_H_01","2017/08/09",55.689182,-133.390991,"12",601149.417727363,6172660.51780831
"2017_H_01","2017/08/09",55.687977,-133.383972,"1",601593.745229812,6172536.68996528
"2017_H_01","2017/08/09",55.690334,-133.366882,"1",602661.848837176,6172824.13190696
"2017_H_01","2017/08/09",55.688313,-133.365417,"1",602759.234102149,6172601.41441432
"2017_H_01","2017/08/09",55.686596,-133.366959,"3",602666.803846821,6172408.07136541
"2017_H_01","2017/08/09",55.686504,-133.361374,"2",603018.131406991,6172406.11558707
"2017_H_01","2017/08/09",55.692394,-133.363052,"2",602897.177243033,6173059.03479605
"2017_H_01","2017/08/09",55.684082,-133.36879,"4",602558.282963711,6172125.61676328
"2017_H_01","2017/08/09",55.68924,-133.359238,"1",603145.202208532,6172713.73875546
"2017_H_01","2017/08/09",55.681263,-133.372253,"1",602347.939124659,6171806.8168389
"2017_H_01","2017/08/09",55.677513,-133.376175,"3",602111.129212809,6171383.75455831
"2017_H_01","2017/08/09",55.68478,-133.37561,"1",602127.715038768,6172193.22343277
"2017_H_01","2017/08/09",55.673893,-133.379333,"1",601921.976102106,6170976.29394103
"2017_H_01","2017/08/09",55.673279,-133.381546,"1",601784.410665432,6170904.72158355
"2017_H_01","2017/08/09",55.680717,-133.384293,"1",601592.388059021,6171728.3600894
"2017_H_01","2017/08/09",55.683296,-133.384888,"1",601548.296067519,6172014.46805795
"2017_H_01","2017/08/09",55.682995,-133.398819,"1",600673.257207335,6171960.66576906
"2017_H_01","2017/08/09",55.683311,-133.401138,"1",600526.654659794,6171992.46539218
"2017_H_01","2017/08/09",55.685898,-133.385651,"1",601493.588119648,6172302.89000122
"2017_H_01","2017/08/09",55.67931,-133.406479,"1",600201.106276811,6171539.52269994
"2017_M_06","2017/08/17",55.356487,-133.02359,"1",625295.878902032,6136240.28876141
"2017_M_06","2017/08/17",55.375523,-133.024048,"1",625206.724267431,6138357.45423293
"2017_H_05","2017/08/18",55.853447,-133.192322,"4",613160.248877103,6191246.38689165
"2017_H_05","2017/08/18",55.855408,-133.20723,"1",612221.471769665,6191440.32398916
"2017_H_05","2017/08/18",55.858868,-133.202362,"2",612516.154740798,6191833.23702293
"2017_H_05","2017/08/18",55.856171,-133.194244,"1",613032.037995784,6191546.35732671
"2017_H_05","2017/08/18",55.856983,-133.190491,"2",613264.56723221,6191642.84726529
"2017_H_05","2017/08/18",55.856911,-133.186874,"2",613491.152048711,6191640.76050222
"2017_H_05","2017/08/18",55.856102,-133.180237,"1",613908.905258202,6191561.64268381
"2017_H_05","2017/08/18",55.858017,-133.181992,"1",613793.465981763,6191771.84547109
"2017_H_05","2017/08/18",55.857307,-133.174484,"1",614265.435025471,6191705.21059705
"2017_H_05","2017/08/18",55.858166,-133.16925,"1",614590.47961928,6191809.44805535
"2017_H_05","2017/08/18",55.858955,-133.16655,"1",614757.130949686,6191901.71650353
"2017_H_05","2017/08/18",55.858486,-133.164154,"1",614908.464033836,6191853.50450672
"2017_H_05","2017/08/18",55.866371,-133.169983,"1",614520.460770627,6192721.23622497
"2017_H_05","2017/08/18",55.867554,-133.166611,"1",614727.96242967,6192858.45822441
"2017_H_05","2017/08/18",55.863914,-133.167572,"1",614678.559413193,6192451.82885375
"2017_H_05","2017/08/18",55.87027,-133.158493,"1",615227.854719732,6193174.16537226
"2017_H_05","2017/08/18",55.869568,-133.159851,"1",615144.969349764,6193093.7908787
"2017_H_05","2017/08/18",55.871391,-133.156464,"1",615351.474840771,6193302.28344446
"2017_H_05","2017/08/18",55.872528,-133.15509,"1",615434.062646888,6193431.09272091
"2017_H_05","2017/08/18",55.874775,-133.157959,"1",615247.918722423,6193676.34262809
"2017_H_05","2017/08/18",55.873299,-133.159073,"1",615182.599716546,6193510.24781402
"2017_H_05","2017/08/18",55.881336,-133.166077,"1",614720.725919232,6194392.92061584
"2017_H_05","2017/08/18",55.877167,-133.152466,"1",615584.438664071,6193951.67120695
"2017_H_05","2017/08/18",55.879326,-133.152451,"1",615578.961628455,6194191.93608257
"2017_H_05","2017/08/18",55.880081,-133.155029,"1",615415.467431127,6194271.64460134
"2017_H_06","2017/08/18",55.764671,-133.265076,"25",608853.891386288,6181251.28401317
"2017_H_06","2017/08/18",55.759293,-133.261353,"1",609102.473580155,6180658.70650083
"2017_H_06","2017/08/18",55.759048,-133.258179,"1",609302.309302251,6180636.44628808
"2017_H_06","2017/08/18",55.75481,-133.260727,"1",609154.273350453,6180160.85055977
"2017_H_06","2017/08/18",55.751282,-133.268631,"1",608668.094179356,6179755.85363904
"2017_H_06","2017/08/18",55.752544,-133.262253,"1",609064.838083889,6179906.30092656
"2017_H_06","2017/08/18",55.749714,-133.269119,"1",608641.826860731,6179580.61065444
"2017_H_06","2017/08/18",55.750175,-133.264343,"1",608940.282607815,6179639.40538335
"2017_H_06","2017/08/18",55.754292,-133.273926,"1",608327.451061211,6180082.49915761
"2017_H_06","2017/08/18",55.746658,-133.281616,"1",607865.949345516,6179221.03603442
"2017_H_06","2017/08/18",55.752186,-133.285675,"1",607595.968950541,6179829.85154455
"2017_H_06","2017/08/18",55.745209,-133.284378,"1",607696.584522306,6179055.50412975
"2017_H_06","2017/08/18",55.743504,-133.285858,"2",607608.381866825,6178863.48244804
"2017_H_06","2017/08/18",55.755043,-133.287903,"6",607448.293437164,6180144.30619168
"2017_H_06","2017/08/18",55.76012,-133.280289,"18",607912.061140607,6180721.07877271
"2017_H_06","2017/08/18",55.759949,-133.283997,"2",607679.880498083,6180696.28256547
"2017_H_06","2017/08/18",55.766926,-133.289566,"1",607311.295318377,6181464.00705378
"2017_H_06","2017/08/18",55.764164,-133.295959,"1",606917.806149309,6181146.78288157
"2017_H_06","2017/08/18",55.759823,-133.298492,"1",606770.756104994,6180659.83263657
"2017_H_06","2017/08/18",55.756977,-133.293304,"1",607104.071908389,6180351.15049065
"2017_H_06","2017/08/18",55.751614,-133.296783,"1",606900.438830113,6179749.01208043
"2017_H_06","2017/08/18",55.755219,-133.303772,"1",606452.009655578,6180139.39957185
"2017_H_06","2017/08/18",55.748077,-133.301758,"1",606597.867778616,6179347.7700272
"2017_H_06","2017/08/18",55.754513,-133.305008,"1",606376.370678955,6180058.9414556
"2017_H_06","2017/08/18",55.756649,-133.311096,"1",605988.539860971,6180287.29668153
"2017_H_06","2017/08/18",55.759247,-133.305649,"1",606323.265031998,6180584.73374487
