SIN,ID,Date.Collected,Size.mm,Species,Frozen.Weight,Live.Weight,Date.Dissected,Dissected.Weight,Notes,SEX,Site.location,Season,site.number,Dried,Ash,Bomb,SI,SPV,Tissue,PreyCat
NA,19-143,2/19/19,52,kat,10.46,NA,6/21/19,3.1,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,NA
NA,19-144,2/19/19,32,kat,7.21,NA,6/21/19,2.75,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,NA
NA,19-145,2/19/19,45,kat,7.9,NA,6/21/19,2.67,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,NA
NA,18-036,5/13/18,55,kat,14.3,NA,5/20/18,2.29,NA,NA,Craig,Spring,5,NA,NA,NA,NA,NA,whole,NA
NA,18-037,5/13/18,44.5,kat,6.47,NA,5/20/18,2.31,NA,NA,Craig,Spring,5,NA,NA,NA,NA,NA,whole,NA
NA,18-038,5/13/18,48,kat,9.11,NA,5/20/18,2.21,NA,NA,Craig,Spring,5,NA,NA,NA,NA,NA,whole,NA
NA,18-039,5/13/18,36,kat,4,NA,5/20/18,1.31,don’t have exact weight before dissection,NA,Craig,Spring,5,NA,NA,NA,NA,NA,whole,NA
NA,18-040,5/13/18,36,kat,4.13,NA,5/20/18,1.3,NA,NA,Craig,Spring,5,NA,NA,NA,NA,NA,whole,NA
NA,18-072,5/2/18,71,kat,28.52,NA,5/20/18,12.54,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-073,5/2/18,57,kat,11.47,NA,5/20/18,3.81,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-074,5/2/18,66,kat,11.19,NA,5/20/18,3.14,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-075,5/2/18,65,kat,7.64,NA,5/20/18,1.67,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-076,5/2/18,25,kat,1,NA,5/20/18,0.29,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-102,5/18/18,55,kat,6.25,NA,5/20/18,1.83,NA,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,NA
NA,18-103,5/18/18,50,kat,14.57,NA,5/20/18,1.98,NA,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,NA
NA,18-340,8/8/18,41,kat,8.42,NA,8/9/18,2.09,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,NA
NA,18-341,8/8/18,40,kat,7.31,NA,8/9/18,2.3,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,NA
NA,18-342,8/8/18,42,kat,5.84,NA,8/9/18,1.61,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,NA
NA,18-343,8/8/18,33,kat,4.6,NA,8/9/18,1.27,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,NA
NA,18-406,8/12/18,63,kat,27.75,NA,8/14/18,9.52,Midway Is.,NA,Soda Bay,Summer,29,NA,NA,NA,NA,NA,whole,NA
NA,18-407,8/12/18,65,kat,20.24,NA,8/14/18,6.68,Midway Is.,NA,Soda Bay,Summer,29,NA,NA,NA,NA,NA,whole,NA
NA,18-408,8/12/18,62,kat,19.74,NA,8/14/18,6.21,Midway Is.,NA,Soda Bay,Summer,29,NA,NA,NA,NA,NA,whole,NA
NA,18-409,8/12/18,63,kat,15.2,NA,8/14/18,5.11,Midway Is.,NA,Soda Bay,Summer,29,NA,NA,NA,NA,NA,whole,NA
NA,18-410,8/12/18,59,kat,18.73,NA,8/14/18,5.57,Midway Is.,NA,Soda Bay,Summer,29,NA,NA,NA,NA,NA,whole,NA
NA,19-147,2/19/19,32,kat,7.96,NA,6/21/19,2.71,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,NA
NA,18-682,8/2/18,39,lid,6.87,NA,6/21/19,1.22,NA,NA,Soda Bay,Summer,18,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-683,8/2/18,40,lid,6.44,NA,6/21/19,0.78,NA,NA,Soda Bay,Summer,18,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-684,8/2/18,35,lid,4.62,NA,6/21/19,1.08,NA,NA,Soda Bay,Summer,18,NA,NA,NA,NA,NA,whole,Carn Snail
NA,19-120,2/19/19,29,lid,2.46,NA,6/19/19,0.35,Lira,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Carn Snail
NA,19-121,2/19/19,29,lid,2.39,NA,6/19/19,0.32,Lira,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Carn Snail
NA,19-122,2/19/19,25,lid,2.01,NA,6/19/19,0.29,Lira,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-686,8/2/18,26,lid,2.09,NA,6/21/19,0.39,NA,NA,Soda Bay,Summer,18,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-687,8/2/18,31,lid,3.59,NA,6/21/19,0.48,NA,NA,Soda Bay,Summer,18,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-685,8/2/18,34,lid,5.19,NA,6/21/19,0.66,NA,NA,Soda Bay,Summer,18,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-681,8/2/18,35,lid,4.49,NA,6/21/19,0.61,NA,NA,Soda Bay,Summer,18,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-017,5/3/18,41,mac,NA,10.19,5/3/18,3.6,NA,NA,Craig,Spring,2,NA,NA,NA,NA,NA,whole,NA
NA,18-018,5/3/18,46.5,mac,NA,14.04,5/3/18,5.32,NA,NA,Craig,Spring,2,NA,NA,NA,NA,NA,whole,NA
NA,18-019,5/3/18,52,mac,NA,21.72,5/3/18,6.61,NA,NA,Craig,Spring,2,NA,NA,NA,NA,NA,whole,NA
NA,18-020,5/3/18,35,mac,NA,5.92,5/3/18,1.56,NA,NA,Craig,Spring,2,NA,NA,NA,NA,NA,whole,NA
NA,18-021,5/3/18,34.5,mac,NA,5.16,5/3/18,1.73,NA,NA,Craig,Spring,2,NA,NA,NA,NA,NA,whole,NA
NA,18-116,5/2/18,41,mac,11.03,NA,5/20/18,5.09,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-117,5/2/18,33.5,mac,3.89,NA,5/20/18,1.63,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-118,5/2/18,45,mac,9.67,NA,5/20/18,3.77,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-119,5/2/18,23,mac,1.73,NA,5/20/18,0.75,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-163,5/17/18,60,mac,26.67,NA,5/26/18,13.12,NA,NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,NA
NA,18-164,5/17/18,56,mac,24.27,NA,5/26/18,12.34,NA,NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,NA
NA,18-165,5/17/18,46,mac,14.27,NA,5/26/18,8.11,NA,NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,NA
NA,18-166,5/17/18,19,mac,0.82,NA,5/26/18,0.49,NA,NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,NA
NA,18-167,5/17/18,29,mac,2.47,NA,5/26/18,1.53,NA,NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,NA
NA,18-208,8/3/18,36,man,5.83,NA,8/8/18,3.11,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-209,8/3/18,35.5,man,4.33,NA,8/8/18,2.01,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-210,8/3/18,34,man,4.63,NA,8/8/18,1.91,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-211,8/3/18,34,man,4.73,NA,8/8/18,1.93,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-212,8/3/18,30,man,3.52,NA,8/8/18,1.98,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-213,8/3/18,27.5,man,3.06,NA,8/8/18,1.67,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-214,8/3/18,28,man,3.28,NA,8/8/18,1.7,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-215,8/3/18,24.5,man,2.42,NA,8/8/18,1.3,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-216,8/3/18,27.5,man,3.25,NA,8/8/18,1.88,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-217,8/3/18,27,man,2.65,NA,8/8/18,1.22,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-218,8/3/18,24,man,2.18,NA,8/8/18,1.14,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-219,8/3/18,21,man,1.47,NA,8/8/18,0.9,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-220,8/3/18,20,man,1.41,NA,8/8/18,0.93,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-221,8/3/18,25,man,2.13,NA,8/8/18,1.21,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-222,8/3/18,20,man,1.31,NA,8/8/18,0.83,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-223,8/3/18,21,man,1.71,NA,8/8/18,1.01,"Kaguk, bagged with remaining man",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,NA
NA,18-242,5/2/18,42.5,man,9.55,NA,8/8/18,4.04,Nossuk,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-243,5/2/18,39,man,7.07,NA,8/8/18,3.01,Nossuk,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,NA
NA,18-253,8/8/18,67.5,man,66.72,NA,8/9/18,24.73,S. Wadleigh,NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-258,8/8/18,64.5,man,40.26,NA,8/9/18,15.78,S. Wadleigh,NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-259,8/8/18,60.5,man,36.97,NA,8/9/18,16.45,S. Wadleigh,NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-260,8/8/18,59,man,31.88,NA,8/9/18,13.54,S. Wadleigh,NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-261,8/8/18,61,man,23.15,NA,8/9/18,8.82,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-262,8/8/18,57,man,21.3,NA,8/9/18,7.84,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-263,8/8/18,48.5,man,14.78,NA,8/9/18,5.21,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-264,8/8/18,45,man,12.36,NA,8/9/18,6.01,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-265,8/8/18,53,man,24.97,NA,8/9/18,9.94,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-266,8/8/18,47,man,12.48,NA,8/9/18,4.06,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-267,8/8/18,42,man,11.84,NA,8/9/18,5.33,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-268,8/8/18,30.5,man,4.51,NA,8/9/18,2.53,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-269,8/8/18,37,man,6.38,NA,8/9/18,3.11,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,18-277,8/8/18,43,man,9.18,NA,8/9/18,4.18,"S. Wadleigh, bagged 261-269 and 277 together",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,NA
NA,19-126,2/19/19,19,map,2.55,NA,6/19/19,0.09,"either calistoma spp, or margarites mupillus",NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Herb Snail
NA,19-127,2/19/19,18,map,2.11,NA,6/19/19,0.02,"either calistoma spp, or margarites mupillus",NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Herb Snail
NA,19-129,2/19/19,20,map,3.08,NA,6/19/19,0.12,"either calistoma spp, or margarites mupillus",NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Herb Snail
NA,19-132,2/19/19,19,map,2.58,NA,6/19/19,0.13,"either calistoma spp, or margarites mupillus",NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Herb Snail
NA,19-111,2/17/19,18,map,2.49,NA,6/18/19,0.21,"either calistoma spp, or margarites mupillus",NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Herb Snail
NA,19-113,2/17/19,13,map,1.29,NA,6/18/19,0.1,"either calistoma spp, or margarites mupillus",NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Herb Snail
NA,19-031,2/18/19,21,mtr,1.02,NA,3/4/19,0.25,"bagged together 031, 032, 033, 034,035",NA,Craig,Winter,2,NA,NA,NA,NA,NA,whole,Mussel
NA,19-032,2/18/19,17,mtr,0.67,NA,3/4/19,0.13,"bagged together 031, 032, 033, 034,035",NA,Craig,Winter,2,NA,NA,NA,NA,NA,whole,Mussel
NA,19-033,2/18/19,20,mtr,1.27,NA,3/4/19,0.29,"bagged together 031, 032, 033, 034,035",NA,Craig,Winter,2,NA,NA,NA,NA,NA,whole,Mussel
NA,19-034,2/18/19,22,mtr,1.14,NA,3/4/19,0.19,"bagged together 031, 032, 033, 034,035",NA,Craig,Winter,2,NA,NA,NA,NA,NA,whole,Mussel
NA,19-035,2/18/19,12,mtr,0.25,NA,3/4/19,0.02,"bagged together 031, 032, 033, 034,035",NA,Craig,Winter,2,NA,NA,NA,NA,NA,whole,Mussel
NA,19-137,2/19/19,29,mtr,2.58,NA,6/21/19,0.93,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Mussel
NA,19-138,2/19/19,26,mtr,1.67,NA,6/21/19,0.77,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Mussel
NA,19-139,2/19/19,32,mtr,3.62,NA,6/21/19,1.67,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Mussel
NA,19-140,2/19/19,27,mtr,2.17,NA,6/21/19,1.41,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Mussel
NA,19-141,2/19/19,28,mtr,2.41,NA,6/21/19,0.96,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Mussel
NA,19-142,2/19/19,34,mtr,4.09,NA,6/21/19,1.65,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Mussel
NA,18-068,5/13/18,22,mtr,1.32,NA,5/20/18,0.14,NA,NA,Craig,Spring,5,NA,NA,NA,NA,NA,whole,Mussel
NA,18-069,5/13/18,23,mtr,1.39,NA,5/20/18,0.36,NA,NA,Craig,Spring,5,NA,NA,NA,NA,NA,whole,Mussel
NA,18-082,5/2/18,38,mtr,4.31,NA,5/20/18,1.1,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Mussel
NA,18-083,5/2/18,34,mtr,3.83,NA,5/20/18,1.11,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Mussel
NA,18-084,5/2/18,29,mtr,1.84,NA,5/20/18,0.56,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Mussel
NA,18-085,5/2/18,33.5,mtr,3.72,NA,5/20/18,0.85,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Mussel
NA,18-086,5/2/18,26,mtr,2.23,NA,5/20/18,0.85,NA,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Mussel
NA,18-105,5/18/18,62,mtr,20.12,NA,5/20/18,5.45,NA,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Mussel
NA,18-106,5/18/18,75,mtr,34.12,NA,5/20/18,13.36,NA,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Mussel
NA,18-107,5/18/18,41,mtr,8.77,NA,5/20/18,3.04,NA,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Mussel
NA,18-108,5/18/18,42,mtr,8.46,NA,5/20/18,2.4,NA,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Mussel
NA,18-109,5/18/18,40.5,mtr,7.73,NA,5/20/18,2.44,NA,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Mussel
NA,18-133,5/3/18,26,mtr,1.95,NA,5/26/18,0.68,NA,NA,Craig,Spring,2,NA,NA,NA,NA,NA,whole,Mussel
NA,18-134,5/3/18,21,mtr,1.13,NA,5/26/18,0.57,NA,NA,Craig,Spring,2,NA,NA,NA,NA,NA,whole,Mussel
NA,18-161,5/17/18,45,mtr,7,NA,5/26/18,2.7,NA,NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,Mussel
NA,18-162,5/17/18,31,mtr,2.67,NA,5/26/18,0.83,NA,NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,Mussel
NA,18-224,8/3/18,46,mtr,8.95,NA,8/8/18,5.03,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Mussel
NA,18-225,8/3/18,39,mtr,5.46,NA,8/8/18,3.12,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Mussel
NA,18-226,8/3/18,34,mtr,5.7,NA,8/8/18,3.19,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Mussel
NA,18-227,8/3/18,26,mtr,1.86,NA,8/8/18,1.01,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Mussel
NA,18-228,8/3/18,36,mtr,5.19,NA,8/8/18,2.59,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Mussel
NA,18-229,8/3/18,39.5,mtr,6.45,NA,8/8/18,3.5,"Nossuk, some barnicles on shell",NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Mussel
NA,18-230,8/3/18,46.5,mtr,10.9,NA,8/8/18,5.09,"Nossuk, many barnicles on shell",NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Mussel
NA,18-305,8/8/18,36,mtr,7.64,NA,8/9/18,2.99,S. Wadleigh,NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,Mussel
NA,18-306,8/8/18,40,mtr,8.58,NA,8/9/18,3.59,S. Wadleigh,NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,Mussel
NA,18-370,8/10/18,45,mtr,7.66,NA,8/14/18,3.32,Soda Bay,NA,Soda Bay,Summer,9,NA,NA,NA,NA,NA,whole,Mussel
NA,18-371,8/10/18,46,mtr,6.28,NA,8/14/18,2.66,Soda Bay,NA,Soda Bay,Summer,9,NA,NA,NA,NA,NA,whole,Mussel
NA,18-402,8/2/18,33,mtr,3.86,NA,8/14/18,1.38,North Pass,NA,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Mussel
NA,18-403,8/2/18,35.5,mtr,5.86,NA,8/14/18,2.83,North Pass,NA,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Mussel
NA,19-059,2/17/19,27,mtr,1.78,NA,3/6/19,0.6,"Soda Bay, bagged together: 59, 60, 61",NA,Soda Bay,Winter,8,NA,NA,NA,NA,NA,whole,Mussel
NA,19-060,2/17/19,26,mtr,1.47,NA,3/6/19,0.47,"Soda Bay, bagged together: 59, 60, 61",NA,Soda Bay,Winter,8,NA,NA,NA,NA,NA,whole,Mussel
NA,19-061,2/17/19,31,mtr,2.35,NA,3/6/19,0.73,"Soda Bay, bagged together: 59, 60, 61",NA,Soda Bay,Winter,8,NA,NA,NA,NA,NA,whole,Mussel
NA,19-062,2/17/19,31.5,mtr,2.73,NA,3/6/19,0.9,"Soda Bay, bagged together: 62, 63, 64",NA,Soda Bay,Winter,8,NA,NA,NA,NA,NA,whole,Mussel
NA,19-063,2/17/19,36,mtr,4.2,NA,3/6/19,1.52,"Soda Bay, bagged together: 62, 63, 64",NA,Soda Bay,Winter,8,NA,NA,NA,NA,NA,whole,Mussel
NA,19-064,2/17/19,35,mtr,3.45,NA,3/6/19,1.35,"Soda Bay, bagged together: 62, 63, 64",NA,Soda Bay,Winter,8,NA,NA,NA,NA,NA,whole,Mussel
NA,19-100,2/17/19,30,mtr,2.6,NA,6/18/19,0.95,SB #2 rocky,NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Mussel
NA,19-102,2/17/19,29,mtr,2.82,NA,6/18/19,1.14,SB #2 rocky,NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Mussel
NA,19-104,2/17/19,25,mtr,1.35,NA,6/18/19,0.45,SB #2 rocky,NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Mussel
NA,19-105,2/17/19,30,mtr,2.17,NA,6/18/19,1.02,SB #2 rocky,NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Mussel
NA,19-106,2/17/19,24,mtr,1.37,NA,6/18/19,0.54,SB #2 rocky,NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Mussel
NA,19-107,2/17/19,29,mtr,2.29,NA,6/18/19,1.04,SB #2 rocky,NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Mussel
NA,19-108,2/17/19,27,mtr,1.53,NA,6/18/19,0.55,SB #2 rocky,NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Mussel
NA,19-114,2/19/19,29,nul,2.78,NA,6/19/19,0.51,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Carn Snail
NA,19-115,2/19/19,28,nul,2.59,NA,6/19/19,0.36,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Carn Snail
NA,19-119,2/19/19,26,nul,2.41,NA,6/19/19,0.51,NA,NA,Craig,Winter,5,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-091,5/2/18,46.5,nul,12.19,NA,5/20/18,2.22,Nossuk,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-092,5/2/18,47,nul,11.5,NA,5/20/18,2.01,Nossuk,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-093,5/2/18,49.5,nul,13.29,NA,5/20/18,2.62,Nossuk,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-094,5/2/18,45,nul,11.01,NA,5/20/18,1.22,Nossuk,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-095,5/2/18,43.5,nul,9.49,NA,5/20/18,1.7,Nossuk,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-096,5/2/18,46,nul,11.38,NA,5/20/18,1.93,Nossuk,NA,Nossuk,Spring,1,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-249,8/3/18,18,nul,1.09,NA,8/8/18,0.37,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-250,8/3/18,29,nul,3.26,NA,8/8/18,0.95,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-251,8/3/18,31,nul,2.79,NA,8/8/18,1.21,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-252,8/3/18,21,nul,1.89,NA,8/8/18,0.6,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-254,8/3/18,29,nul,2.05,NA,8/8/18,1.22,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-255,8/3/18,31,nul,5.28,NA,8/8/18,1.06,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-256,8/3/18,24,nul,2.04,NA,8/8/18,0.92,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-691,8/2/18,27,nul,3.97,NA,6/21/19,0.51,South Pass,NA,Soda Bay,Summer,30,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-692,8/2/18,30,nul,4.65,NA,6/21/19,0.78,South Pass,NA,Soda Bay,Summer,30,NA,NA,NA,NA,NA,whole,Carn Snail
NA,18-639,7/28/18,69,pas,4.02,NA,4/1/19,1.82,"South Pass, beach seine",NA,Soda Bay,Summer,30,NA,NA,NA,NA,NA,whole,Crab
NA,18-642,7/28/18,76,pas,5.67,NA,4/1/19,3.09,"South Pass, beach seine",NA,Soda Bay,Summer,30,NA,NA,NA,NA,NA,whole,Crab
NA,18-643,7/28/18,68,pas,5.01,NA,4/1/19,2.67,"South Pass, beach seine",NA,Soda Bay,Summer,30,NA,NA,NA,NA,NA,whole,Crab
NA,18-644,7/28/18,67,pas,3.33,NA,4/1/19,1.7,"South Pass, beach seine",NA,Soda Bay,Summer,30,NA,NA,NA,NA,NA,whole,Crab
NA,18-645,7/28/18,69,pas,4.36,NA,4/1/19,2.15,"South Pass, beach seine",NA,Soda Bay,Summer,30,NA,NA,NA,NA,NA,whole,Crab
NA,18-319,8/8/18,77,pom,59.91,NA,8/9/18,19.97,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,Scallop
NA,18-378,8/10/18,30,pom,3.85,NA,8/14/18,1.57,Soda Bay,NA,Soda Bay,Summer,9,NA,NA,NA,NA,NA,whole,Scallop
NA,18-449,8/15/18,44,pom,5.69,NA,9/4/18,1.54,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Scallop
NA,18-450,8/15/18,32,pom,1.58,NA,9/4/18,0.6,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Scallop
NA,18-451,8/15/18,40,pom,4.88,NA,9/4/18,1.17,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Scallop
NA,18-560,8/15/18,NA,pom,46,NA,4/1/19,2.21,"Nossuk, bagged with 561",NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Scallop
NA,18-561,8/15/18,NA,pom,26,NA,4/1/19,0.55,"Nossuk, bagged with 560",NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Scallop
NA,19-012,2/18/19,52,prs,31.89,NA,3/4/19,15.25,Wadleigh,NA,Craig,Winter,2,NA,NA,NA,NA,NA,whole,Clam
