site,transect_location,species_common,death_estimate,width_mm
Port Caldera,Edge,Pointed macoma,Whole,47
Port Caldera,Edge,Pointed macoma,Whole,40
Port Caldera,Edge,Pointed macoma,Whole,30
Port Caldera,Edge,Steamer clam,Whole,43
Port Caldera,Edge,Steamer clam,Whole,20
Port Caldera,Inside,Pointed macoma,Whole,51
Port Caldera,Inside,Pointed macoma,Whole,38
Port Caldera,Inside,Pointed macoma,Whole,49
Port Caldera,Inside,Pointed macoma,Drill,26
Port Caldera,Inside,Steamer clam,Drill,19
Port Caldera,Inside,Steamer clam,Drill,29
Port Caldera,Outside,Bentnose macoma,Whole,30
Port Caldera,Outside,Butter clam,Whole,15
Port Caldera,Outside,Cockle,Sea Otter,41
Port Caldera,Outside,Cockle,Sea Otter,28
Port Caldera,Outside,Cockle,Sea Otter,45
Port Caldera,Outside,Cockle,Sea Otter,37
Port Caldera,Outside,Cockle,Whole,18
Port Caldera,Outside,Cockle,Whole,35
Port Caldera,Outside,Cockle,Whole,43
Port Caldera,Outside,Cockle,Whole,26
Port Caldera,Outside,Pointed macoma,Whole,36
Port Caldera,Outside,Pointed macoma,Drill,20
Port Caldera,Outside,Steamer clam,Sea Otter,20
Port Caldera,Outside,Steamer clam,Whole,32
Port Caldera,Outside,Steamer clam,Whole,37
Port Caldera,Outside,Steamer clam,Whole,41
Port Caldera,Outside,Steamer clam,Whole,27
Port Caldera,Outside,Steamer clam,Whole,48
Port Caldera,Outside,Steamer clam,Whole,25
Port Caldera,Outside,Steamer clam,Whole,31
Port Caldera,Outside,Steamer clam,Whole,15
Port Caldera,Outside,Steamer clam,Drill,26
Port Refugio,Edge,Bentnose macoma,Whole,36
Port Refugio,Edge,Bentnose macoma,Drill,46
Port Refugio,Edge,Butter clam,Whole,69
Port Refugio,Edge,Cockle,Whole,65
Port Refugio,Edge,Cockle,Whole,62
Port Refugio,Edge,Cockle,Whole,61
Port Refugio,Edge,Cockle,Whole,50
Port Refugio,Edge,Cockle,Whole,35
Port Refugio,Edge,Cockle,Whole,44
Port Refugio,Edge,Cockle,Whole,72
Port Refugio,Edge,Cockle,Whole,55
Port Refugio,Edge,Cockle,Whole,34
Port Refugio,Edge,Cockle,Whole,51
Port Refugio,Edge,Cockle,Whole,26
Port Refugio,Edge,Cockle,Whole,49
Port Refugio,Edge,Steamer clam,Whole,59
Port Refugio,Edge,Steamer clam,Whole,44
Port Refugio,Edge,Steamer clam,Whole,50
Port Refugio,Inside,Cockle,Whole,41
Port Refugio,Inside,Cockle,Whole,50
Port Refugio,Inside,Cockle,Whole,43
Port Refugio,Outside,Butter clam,Whole,65
Port Refugio,Outside,Cockle,Whole,45
Port Refugio,Outside,Cockle,Whole,43
Port Refugio,Outside,Cockle,Whole,36
Port Refugio,Outside,Steamer clam,Crab,32
Port Refugio,Outside,Steamer clam,Crab,45
Port Refugio,Outside,Steamer clam,Whole,32
Port Refugio,Outside,Steamer clam,Whole,48
Port Refugio,Outside,Steamer clam,Whole,44
Port Refugio,Outside,Steamer clam,Whole,40
S Fish Egg Island,Edge,Bentnose macoma,Whole,42
S Fish Egg Island,Edge,Bentnose macoma,Whole,46
S Fish Egg Island,Edge,Bentnose macoma,Whole,42
S Fish Egg Island,Edge,Butter clam,Sea Otter,37
S Fish Egg Island,Edge,Butter clam,Sea Otter,43
S Fish Egg Island,Edge,Butter clam,Sea Otter,55
S Fish Egg Island,Edge,Butter clam,Sea Otter,45
S Fish Egg Island,Edge,Butter clam,Sea Otter,43
S Fish Egg Island,Edge,Butter clam,Sea Otter,42
S Fish Egg Island,Edge,Butter clam,Sea Otter,35
S Fish Egg Island,Edge,Butter clam,Sea Otter,74
S Fish Egg Island,Edge,Butter clam,Sea Otter,41
S Fish Egg Island,Edge,Butter clam,Sea Otter,47
S Fish Egg Island,Edge,Butter clam,Sea Otter,50
S Fish Egg Island,Edge,Butter clam,Sea Otter,45
S Fish Egg Island,Edge,Butter clam,Sea Otter,45
S Fish Egg Island,Edge,Butter clam,Sea Otter,57
S Fish Egg Island,Edge,Butter clam,Sea Otter,40
S Fish Egg Island,Edge,Butter clam,Whole,50
S Fish Egg Island,Edge,Butter clam,Whole,38
S Fish Egg Island,Edge,Butter clam,Whole,40
S Fish Egg Island,Edge,Butter clam,Whole,25
S Fish Egg Island,Edge,Butter clam,Whole,30
S Fish Egg Island,Edge,Butter clam,Whole,52
S Fish Egg Island,Edge,Butter clam,Whole,44
S Fish Egg Island,Edge,Butter clam,Whole,46
S Fish Egg Island,Edge,Butter clam,Whole,50
S Fish Egg Island,Edge,Butter clam,Whole,56
S Fish Egg Island,Edge,Butter clam,Whole,60
S Fish Egg Island,Edge,Butter clam,Whole,46
S Fish Egg Island,Edge,Butter clam,Whole,52
S Fish Egg Island,Edge,Butter clam,Whole,73
S Fish Egg Island,Edge,Butter clam,Whole,38
S Fish Egg Island,Edge,Butter clam,Whole,72
S Fish Egg Island,Edge,Butter clam,Whole,65
S Fish Egg Island,Edge,Butter clam,Whole,67
S Fish Egg Island,Edge,Butter clam,Drill,15
S Fish Egg Island,Edge,Cockle,Sea Otter,22
S Fish Egg Island,Edge,Cockle,Sea Otter,34
S Fish Egg Island,Edge,Cockle,Sea Otter,35
S Fish Egg Island,Edge,Cockle,Whole,21
S Fish Egg Island,Edge,Cockle,Whole,14
S Fish Egg Island,Edge,Cockle,Whole,13
S Fish Egg Island,Edge,Cockle,Whole,17
S Fish Egg Island,Edge,Cockle,Whole,24
S Fish Egg Island,Edge,Cockle,Whole,17
S Fish Egg Island,Edge,Cockle,Whole,40
S Fish Egg Island,Edge,Cockle,Whole,31
S Fish Egg Island,Edge,Cockle,Whole,21
S Fish Egg Island,Edge,Cockle,Whole,34
S Fish Egg Island,Edge,Cockle,Whole,19
S Fish Egg Island,Edge,Cockle,Whole,31
S Fish Egg Island,Edge,Cockle,Whole,21
S Fish Egg Island,Edge,Cockle,Whole,21
S Fish Egg Island,Edge,Cockle,Whole,21
S Fish Egg Island,Edge,Cockle,Whole,38
S Fish Egg Island,Edge,Cockle,Whole,18
S Fish Egg Island,Edge,Cockle,Whole,41
S Fish Egg Island,Edge,Cockle,Whole,14
S Fish Egg Island,Edge,Cockle,Whole,20
S Fish Egg Island,Edge,Cockle,Whole,17
S Fish Egg Island,Edge,Cockle,Whole,16
S Fish Egg Island,Edge,Cockle,Whole,16
S Fish Egg Island,Edge,Cockle,Whole,20
S Fish Egg Island,Edge,Cockle,Whole,34
S Fish Egg Island,Edge,Cockle,Whole,40
S Fish Egg Island,Edge,Cockle,Whole,35
S Fish Egg Island,Edge,Cockle,Whole,25
S Fish Egg Island,Edge,Cockle,Whole,30
S Fish Egg Island,Edge,Cockle,Whole,22
S Fish Egg Island,Edge,Cockle,Whole,20
S Fish Egg Island,Edge,Cockle,Whole,39
S Fish Egg Island,Edge,Cockle,Whole,36
S Fish Egg Island,Edge,Cockle,Whole,18
S Fish Egg Island,Edge,Cockle,Whole,13
S Fish Egg Island,Edge,Cockle,Whole,27
S Fish Egg Island,Edge,Cockle,Whole,19
S Fish Egg Island,Edge,Cockle,Whole,20
S Fish Egg Island,Edge,Cockle,Whole,29
S Fish Egg Island,Edge,Cockle,Whole,16
S Fish Egg Island,Edge,Cockle,Whole,16
S Fish Egg Island,Edge,Cockle,Whole,20
S Fish Egg Island,Edge,Cockle,Whole,30
S Fish Egg Island,Edge,Cockle,Whole,15
S Fish Egg Island,Edge,Pointed macoma,Whole,52
S Fish Egg Island,Edge,Pointed macoma,Whole,40
S Fish Egg Island,Edge,Pointed macoma,Whole,43
S Fish Egg Island,Edge,Pointed macoma,Whole,53
S Fish Egg Island,Edge,Pointed macoma,Whole,36
S Fish Egg Island,Edge,Pointed macoma,Drill,29
S Fish Egg Island,Edge,Pointed macoma,Drill,26
S Fish Egg Island,Edge,Pointed macoma,Drill,40
S Fish Egg Island,Edge,Steamer clam,Sea Otter,31
S Fish Egg Island,Edge,Steamer clam,Sea Otter,37
S Fish Egg Island,Edge,Steamer clam,Sea Otter,42
S Fish Egg Island,Edge,Steamer clam,Sea Otter,43
S Fish Egg Island,Edge,Steamer clam,Sea Otter,44
S Fish Egg Island,Edge,Steamer clam,Sea Otter,48
S Fish Egg Island,Edge,Steamer clam,Sea Otter,46
S Fish Egg Island,Edge,Steamer clam,Sea Otter,41
S Fish Egg Island,Edge,Steamer clam,Whole,34
S Fish Egg Island,Edge,Steamer clam,Whole,42
S Fish Egg Island,Edge,Steamer clam,Whole,40
S Fish Egg Island,Edge,Steamer clam,Whole,45
S Fish Egg Island,Edge,Steamer clam,Whole,39
S Fish Egg Island,Edge,Steamer clam,Whole,35
S Fish Egg Island,Edge,Steamer clam,Whole,41
S Fish Egg Island,Edge,Steamer clam,Whole,41
S Fish Egg Island,Edge,Steamer clam,Whole,53
S Fish Egg Island,Edge,Steamer clam,Whole,37
S Fish Egg Island,Inside,Butter clam,Sea Otter,75
S Fish Egg Island,Inside,Butter clam,Sea Otter,84
S Fish Egg Island,Inside,Butter clam,Sea Otter,53
S Fish Egg Island,Inside,Butter clam,Sea Otter,50
S Fish Egg Island,Inside,Butter clam,Sea Otter,49
S Fish Egg Island,Inside,Butter clam,Sea Otter,75
S Fish Egg Island,Inside,Butter clam,Sea Otter,75
S Fish Egg Island,Inside,Butter clam,Sea Otter,86
S Fish Egg Island,Inside,Butter clam,Sea Otter,56
S Fish Egg Island,Inside,Butter clam,Sea Otter,62
S Fish Egg Island,Inside,Butter clam,Sea Otter,83
S Fish Egg Island,Inside,Butter clam,Sea Otter,52
S Fish Egg Island,Inside,Butter clam,Sea Otter,52
S Fish Egg Island,Inside,Butter clam,Whole,54
S Fish Egg Island,Inside,Butter clam,Whole,69
S Fish Egg Island,Inside,Butter clam,Whole,40
S Fish Egg Island,Inside,Butter clam,Whole,53
S Fish Egg Island,Inside,Butter clam,Whole,56
S Fish Egg Island,Inside,Butter clam,Whole,76
S Fish Egg Island,Inside,Butter clam,Whole,52
S Fish Egg Island,Inside,Butter clam,Whole,58
S Fish Egg Island,Inside,Butter clam,Whole,56
S Fish Egg Island,Inside,Butter clam,Whole,50
S Fish Egg Island,Inside,Butter clam,Whole,62
S Fish Egg Island,Inside,Cockle,Sea Otter,51
S Fish Egg Island,Inside,Cockle,Sea Otter,49
S Fish Egg Island,Inside,Cockle,Sea Otter,61
S Fish Egg Island,Inside,Cockle,Sea Otter,65
S Fish Egg Island,Inside,Cockle,Sea Otter,60
S Fish Egg Island,Inside,Cockle,Sea Otter,50
S Fish Egg Island,Inside,Cockle,Sea Otter,47
S Fish Egg Island,Inside,Cockle,Sea Otter,44
S Fish Egg Island,Inside,Cockle,Sea Otter,52
S Fish Egg Island,Inside,Cockle,Sea Otter,47
S Fish Egg Island,Inside,Cockle,Whole,32
S Fish Egg Island,Inside,Steamer clam,Sea Otter,53
S Fish Egg Island,Inside,Steamer clam,Sea Otter,43
S Fish Egg Island,Inside,Steamer clam,Sea Otter,46
S Fish Egg Island,Inside,Steamer clam,Whole,31
S Fish Egg Island,Inside,Steamer clam,Whole,45
S Fish Egg Island,Inside,Steamer clam,Whole,37
S Fish Egg Island,Inside,Steamer clam,Whole,34
S Fish Egg Island,Inside,Steamer clam,Whole,50
S Fish Egg Island,Outside,Butter clam,Sea Otter,40
S Fish Egg Island,Outside,Butter clam,Sea Otter,45
S Fish Egg Island,Outside,Butter clam,Sea Otter,40
S Fish Egg Island,Outside,Butter clam,Sea Otter,40
S Fish Egg Island,Outside,Butter clam,Sea Otter,50
S Fish Egg Island,Outside,Butter clam,Sea Otter,41
S Fish Egg Island,Outside,Butter clam,Sea Otter,26
S Fish Egg Island,Outside,Butter clam,Sea Otter,51
S Fish Egg Island,Outside,Butter clam,Sea Otter,39
S Fish Egg Island,Outside,Butter clam,Sea Otter,37
S Fish Egg Island,Outside,Butter clam,Whole,36
S Fish Egg Island,Outside,Butter clam,Whole,40
S Fish Egg Island,Outside,Butter clam,Whole,35
S Fish Egg Island,Outside,Butter clam,Whole,46
S Fish Egg Island,Outside,Butter clam,Whole,27
S Fish Egg Island,Outside,Butter clam,Whole,27
S Fish Egg Island,Outside,Butter clam,Whole,17
S Fish Egg Island,Outside,Butter clam,Whole,19
S Fish Egg Island,Outside,Butter clam,Whole,50
S Fish Egg Island,Outside,Butter clam,Whole,75
S Fish Egg Island,Outside,Butter clam,Whole,32
S Fish Egg Island,Outside,Butter clam,Whole,38
S Fish Egg Island,Outside,Butter clam,Whole,31
S Fish Egg Island,Outside,Butter clam,Whole,40
S Fish Egg Island,Outside,Butter clam,Whole,21
S Fish Egg Island,Outside,Cockle,Sea Otter,59
S Fish Egg Island,Outside,Cockle,Sea Otter,39
S Fish Egg Island,Outside,Cockle,Sea Otter,41
S Fish Egg Island,Outside,Cockle,Sea Otter,36
S Fish Egg Island,Outside,Cockle,Sea Otter,31
S Fish Egg Island,Outside,Cockle,Sea Otter,50
S Fish Egg Island,Outside,Cockle,Sea Otter,35
S Fish Egg Island,Outside,Cockle,Crab,13
S Fish Egg Island,Outside,Cockle,Crab,36
S Fish Egg Island,Outside,Cockle,Crab,19
S Fish Egg Island,Outside,Cockle,Crab,21
S Fish Egg Island,Outside,Cockle,Whole,28
S Fish Egg Island,Outside,Cockle,Whole,35
S Fish Egg Island,Outside,Cockle,Whole,37
S Fish Egg Island,Outside,Cockle,Whole,35
S Fish Egg Island,Outside,Cockle,Whole,21
S Fish Egg Island,Outside,Cockle,Whole,20
S Fish Egg Island,Outside,Cockle,Whole,25
S Fish Egg Island,Outside,Cockle,Whole,20
S Fish Egg Island,Outside,Cockle,Whole,26
S Fish Egg Island,Outside,Cockle,Whole,19
S Fish Egg Island,Outside,Cockle,Whole,13
S Fish Egg Island,Outside,Cockle,Whole,22
S Fish Egg Island,Outside,Cockle,Whole,17
S Fish Egg Island,Outside,Cockle,Whole,21
S Fish Egg Island,Outside,Cockle,Whole,16
S Fish Egg Island,Outside,Cockle,Whole,21
S Fish Egg Island,Outside,Cockle,Whole,23
S Fish Egg Island,Outside,Cockle,Whole,19
S Fish Egg Island,Outside,Cockle,Whole,22
S Fish Egg Island,Outside,Cockle,Whole,25
S Fish Egg Island,Outside,Cockle,Whole,35
S Fish Egg Island,Outside,Cockle,Whole,17
S Fish Egg Island,Outside,Cockle,Whole,46
S Fish Egg Island,Outside,Cockle,Whole,17
S Fish Egg Island,Outside,Cockle,Whole,30
S Fish Egg Island,Outside,Cockle,Whole,36
S Fish Egg Island,Outside,Cockle,Whole,27
S Fish Egg Island,Outside,Cockle,Whole,24
S Fish Egg Island,Outside,Cockle,Whole,30
S Fish Egg Island,Outside,Cockle,Whole,36
S Fish Egg Island,Outside,Cockle,Whole,33
S Fish Egg Island,Outside,Cockle,Whole,36
S Fish Egg Island,Outside,Cockle,Whole,17
S Fish Egg Island,Outside,Cockle,Whole,18
S Fish Egg Island,Outside,Cockle,Whole,27
S Fish Egg Island,Outside,Cockle,Whole,22
S Fish Egg Island,Outside,Cockle,Whole,19
S Fish Egg Island,Outside,Cockle,Whole,24
S Fish Egg Island,Outside,Cockle,Whole,25
S Fish Egg Island,Outside,Cockle,Whole,20
S Fish Egg Island,Outside,Cockle,Whole,32
S Fish Egg Island,Outside,Cockle,Whole,21
S Fish Egg Island,Outside,Cockle,Whole,29
S Fish Egg Island,Outside,Cockle,Whole,21
S Fish Egg Island,Outside,Cockle,Whole,29
S Fish Egg Island,Outside,Cockle,Whole,30
S Fish Egg Island,Outside,Cockle,Whole,30
S Fish Egg Island,Outside,Cockle,Whole,35
S Fish Egg Island,Outside,Cockle,Whole,17
S Fish Egg Island,Outside,Cockle,Whole,37
S Fish Egg Island,Outside,Cockle,Whole,24
S Fish Egg Island,Outside,Cockle,Whole,29
S Fish Egg Island,Outside,Cockle,Whole,18
S Fish Egg Island,Outside,Cockle,Whole,22
S Fish Egg Island,Outside,Cockle,Whole,23
S Fish Egg Island,Outside,Cockle,Whole,20
S Fish Egg Island,Outside,Cockle,Whole,21
S Fish Egg Island,Outside,Cockle,Whole,23
S Fish Egg Island,Outside,Cockle,Whole,13
S Fish Egg Island,Outside,Cockle,Whole,24
S Fish Egg Island,Outside,Cockle,Whole,22
S Fish Egg Island,Outside,Cockle,Whole,20
S Fish Egg Island,Outside,Cockle,Whole,43
S Fish Egg Island,Outside,Cockle,Whole,31
S Fish Egg Island,Outside,Cockle,Whole,27
S Fish Egg Island,Outside,Cockle,Whole,30
S Fish Egg Island,Outside,Cockle,Whole,18
S Fish Egg Island,Outside,Cockle,Whole,30
S Fish Egg Island,Outside,Cockle,Whole,24
S Fish Egg Island,Outside,Cockle,Whole,24
S Fish Egg Island,Outside,Cockle,Whole,33
S Fish Egg Island,Outside,Cockle,Whole,37
S Fish Egg Island,Outside,Cockle,Whole,32
S Fish Egg Island,Outside,Cockle,Whole,29
S Fish Egg Island,Outside,Cockle,Whole,36
S Fish Egg Island,Outside,Cockle,Whole,20
S Fish Egg Island,Outside,Cockle,Whole,20
S Fish Egg Island,Outside,Cockle,Whole,17
S Fish Egg Island,Outside,Cockle,Whole,32
S Fish Egg Island,Outside,Cockle,Whole,25
S Fish Egg Island,Outside,Pointed macoma,Whole,28
S Fish Egg Island,Outside,Pointed macoma,Drill,33
S Fish Egg Island,Outside,Pointed macoma,Drill,19
S Fish Egg Island,Outside,Pointed macoma,Drill,36
S Fish Egg Island,Outside,Pointed macoma,Drill,34
S Fish Egg Island,Outside,Steamer clam,Sea Otter,40
S Fish Egg Island,Outside,Steamer clam,Sea Otter,38
S Fish Egg Island,Outside,Steamer clam,Sea Otter,50
S Fish Egg Island,Outside,Steamer clam,Sea Otter,43
S Fish Egg Island,Outside,Steamer clam,Sea Otter,44
S Fish Egg Island,Outside,Steamer clam,Sea Otter,39
S Fish Egg Island,Outside,Steamer clam,Sea Otter,32
S Fish Egg Island,Outside,Steamer clam,Sea Otter,33
S Fish Egg Island,Outside,Steamer clam,Sea Otter,47
S Fish Egg Island,Outside,Steamer clam,Sea Otter,41
S Fish Egg Island,Outside,Steamer clam,Crab,29
S Fish Egg Island,Outside,Steamer clam,Whole,21
S Fish Egg Island,Outside,Steamer clam,Whole,26
S Fish Egg Island,Outside,Steamer clam,Whole,34
S Fish Egg Island,Outside,Steamer clam,Whole,55
S Fish Egg Island,Outside,Steamer clam,Whole,48
S Fish Egg Island,Outside,Steamer clam,Whole,28
S Fish Egg Island,Outside,Steamer clam,Whole,40
S Fish Egg Island,Outside,Steamer clam,Whole,24
S Fish Egg Island,Outside,Steamer clam,Whole,48
S Fish Egg Island,Outside,Steamer clam,Whole,39
S Fish Egg Island,Outside,Steamer clam,Whole,22
S Fish Egg Island,Outside,Steamer clam,Whole,19
S Fish Egg Island,Outside,Steamer clam,Whole,36
S Wadleigh Island,Edge,Bentnose macoma,Sea Otter,53
S Wadleigh Island,Edge,Bentnose macoma,Sea Otter,35
S Wadleigh Island,Edge,Bentnose macoma,Crab,51
S Wadleigh Island,Edge,Bentnose macoma,Whole,60
S Wadleigh Island,Edge,Cockle,Sea Otter,58
S Wadleigh Island,Edge,Cockle,Sea Otter,47
S Wadleigh Island,Edge,Cockle,Whole,45
S Wadleigh Island,Edge,Steamer clam,Sea Otter,60
S Wadleigh Island,Edge,Steamer clam,Sea Otter,49
S Wadleigh Island,Edge,Steamer clam,Crab,54
S Wadleigh Island,Inside,Bentnose macoma,Crab,59
S Wadleigh Island,Inside,Bentnose macoma,Whole,62
S Wadleigh Island,Inside,Pointed macoma,Sea Otter,55
S Wadleigh Island,Outside,Bentnose macoma,Sea Otter,52
S Wadleigh Island,Outside,Bentnose macoma,Crab,52
S Wadleigh Island,Outside,Bentnose macoma,Whole,46
S Wadleigh Island,Outside,Butter clam,Sea Otter,66
S Wadleigh Island,Outside,Butter clam,Crab,23
S Wadleigh Island,Outside,Butter clam,Crab,29
S Wadleigh Island,Outside,Butter clam,Whole,64
S Wadleigh Island,Outside,Butter clam,Whole,81
S Wadleigh Island,Outside,Butter clam,Whole,45
S Wadleigh Island,Outside,Butter clam,Whole,13
S Wadleigh Island,Outside,Butter clam,Whole,24
S Wadleigh Island,Outside,Butter clam,Whole,19
S Wadleigh Island,Outside,Cockle,Sea Otter,64
S Wadleigh Island,Outside,Cockle,Sea Otter,46
S Wadleigh Island,Outside,Cockle,Sea Otter,39
S Wadleigh Island,Outside,Cockle,Sea Otter,44
S Wadleigh Island,Outside,Cockle,Sea Otter,44
S Wadleigh Island,Outside,Cockle,Sea Otter,41
S Wadleigh Island,Outside,Cockle,Sea Otter,42
S Wadleigh Island,Outside,Cockle,Crab,33
S Wadleigh Island,Outside,Cockle,Crab,26
S Wadleigh Island,Outside,Cockle,Whole,62
S Wadleigh Island,Outside,Cockle,Whole,48
S Wadleigh Island,Outside,Cockle,Whole,35
S Wadleigh Island,Outside,Cockle,Whole,36
S Wadleigh Island,Outside,Cockle,Whole,28
S Wadleigh Island,Outside,Steamer clam,Sea Otter,41
S Wadleigh Island,Outside,Steamer clam,Sea Otter,54
S Wadleigh Island,Outside,Steamer clam,Sea Otter,48
S Wadleigh Island,Outside,Steamer clam,Sea Otter,38
S Wadleigh Island,Outside,Steamer clam,Sea Otter,50
S Wadleigh Island,Outside,Steamer clam,Sea Otter,50
S Wadleigh Island,Outside,Steamer clam,Sea Otter,56
S Wadleigh Island,Outside,Steamer clam,Sea Otter,35
S Wadleigh Island,Outside,Steamer clam,Sea Otter,68
S Wadleigh Island,Outside,Steamer clam,Sea Otter,40
S Wadleigh Island,Outside,Steamer clam,Sea Otter,57
S Wadleigh Island,Outside,Steamer clam,Sea Otter,43
S Wadleigh Island,Outside,Steamer clam,Sea Otter,54
S Wadleigh Island,Outside,Steamer clam,Sea Otter,58
S Wadleigh Island,Outside,Steamer clam,Sea Otter,49
S Wadleigh Island,Outside,Steamer clam,Sea Otter,56
S Wadleigh Island,Outside,Steamer clam,Sea Otter,55
S Wadleigh Island,Outside,Steamer clam,Crab,41
S Wadleigh Island,Outside,Steamer clam,Crab,33
S Wadleigh Island,Outside,Steamer clam,Whole,30
S Wadleigh Island,Outside,Steamer clam,Whole,52
S Wadleigh Island,Outside,Steamer clam,Whole,40
S Wadleigh Island,Outside,Steamer clam,Whole,60
S Wadleigh Island,Outside,Steamer clam,Whole,49
S Wadleigh Island,Outside,Steamer clam,Whole,60
S Wadleigh Island,Outside,Steamer clam,Whole,46
S Wadleigh Island,Outside,Steamer clam,Whole,54
S Wadleigh Island,Outside,Steamer clam,Whole,41
S Wadleigh Island,Outside,Steamer clam,Whole,43
Salt Lake Bay,Edge,Butter clam,Whole,78
Salt Lake Bay,Edge,Cockle,Sea Otter,41
Salt Lake Bay,Edge,Pointed macoma,Sea Otter,41
Salt Lake Bay,Edge,Pointed macoma,Whole,49
Salt Lake Bay,Edge,Steamer clam,Sea Otter,55
Salt Lake Bay,Edge,Steamer clam,Whole,21
Salt Lake Bay,Edge,Steamer clam,Whole,39
Salt Lake Bay,Edge,Steamer clam,Whole,29
Salt Lake Bay,Edge,Steamer clam,Whole,34
Salt Lake Bay,Edge,Steamer clam,Whole,33
Salt Lake Bay,Inside,Bentnose macoma,Sea Otter,46
Salt Lake Bay,Inside,Steamer clam,Whole,55
Salt Lake Bay,Inside,Steamer clam,Whole,31
Salt Lake Bay,Outside,Butter clam,Sea Otter,48
Salt Lake Bay,Outside,Butter clam,Sea Otter,63
Salt Lake Bay,Outside,Butter clam,Sea Otter,53
Salt Lake Bay,Outside,Butter clam,Sea Otter,43
Salt Lake Bay,Outside,Butter clam,Sea Otter,45
Salt Lake Bay,Outside,Butter clam,Sea Otter,37
Salt Lake Bay,Outside,Butter clam,Whole,51
Salt Lake Bay,Outside,Butter clam,Whole,80
Salt Lake Bay,Outside,Butter clam,Whole,81
Salt Lake Bay,Outside,Butter clam,Whole,68
Salt Lake Bay,Outside,Butter clam,Whole,73
Salt Lake Bay,Outside,Butter clam,Whole,65
Salt Lake Bay,Outside,Butter clam,Whole,61
Salt Lake Bay,Outside,Butter clam,Whole,73
Salt Lake Bay,Outside,Butter clam,Whole,61
Salt Lake Bay,Outside,Butter clam,Whole,56
Salt Lake Bay,Outside,Butter clam,Whole,54
Salt Lake Bay,Outside,Butter clam,Whole,50
Salt Lake Bay,Outside,Butter clam,Whole,48
Salt Lake Bay,Outside,Butter clam,Whole,48
Salt Lake Bay,Outside,Butter clam,Whole,36
Salt Lake Bay,Outside,California sunset clam,Whole,31
Salt Lake Bay,Outside,Cockle,Sea Otter,51
Salt Lake Bay,Outside,Cockle,Whole,35
Salt Lake Bay,Outside,Horse clam,Sea Otter,56
Salt Lake Bay,Outside,Pointed macoma,Crab,38
Salt Lake Bay,Outside,Pointed macoma,Whole,27
Salt Lake Bay,Outside,Pointed macoma,Whole,27
Salt Lake Bay,Outside,Pointed macoma,Drill,31
Salt Lake Bay,Outside,Steamer clam,Sea Otter,25
Salt Lake Bay,Outside,Steamer clam,Sea Otter,28
Salt Lake Bay,Outside,Steamer clam,Sea Otter,26
Salt Lake Bay,Outside,Steamer clam,Sea Otter,40
Salt Lake Bay,Outside,Steamer clam,Sea Otter,43
Salt Lake Bay,Outside,Steamer clam,Sea Otter,49
Salt Lake Bay,Outside,Steamer clam,Sea Otter,36
Salt Lake Bay,Outside,Steamer clam,Sea Otter,31
Salt Lake Bay,Outside,Steamer clam,Sea Otter,37
Salt Lake Bay,Outside,Steamer clam,Sea Otter,25
Salt Lake Bay,Outside,Steamer clam,Sea Otter,30
Salt Lake Bay,Outside,Steamer clam,Sea Otter,30
Salt Lake Bay,Outside,Steamer clam,Sea Otter,30
Salt Lake Bay,Outside,Steamer clam,Sea Otter,32
Salt Lake Bay,Outside,Steamer clam,Sea Otter,47
Salt Lake Bay,Outside,Steamer clam,Sea Otter,34
Salt Lake Bay,Outside,Steamer clam,Sea Otter,28
Salt Lake Bay,Outside,Steamer clam,Sea Otter,49
Salt Lake Bay,Outside,Steamer clam,Sea Otter,30
Salt Lake Bay,Outside,Steamer clam,Sea Otter,40
Salt Lake Bay,Outside,Steamer clam,Sea Otter,35
Salt Lake Bay,Outside,Steamer clam,Sea Otter,31
Salt Lake Bay,Outside,Steamer clam,Sea Otter,38
Salt Lake Bay,Outside,Steamer clam,Sea Otter,36
Salt Lake Bay,Outside,Steamer clam,Sea Otter,30
Salt Lake Bay,Outside,Steamer clam,Sea Otter,38
Salt Lake Bay,Outside,Steamer clam,Sea Otter,30
Salt Lake Bay,Outside,Steamer clam,Sea Otter,39
Salt Lake Bay,Outside,Steamer clam,Sea Otter,42
Salt Lake Bay,Outside,Steamer clam,Whole,55
Salt Lake Bay,Outside,Steamer clam,Whole,29
Salt Lake Bay,Outside,Steamer clam,Whole,45
Salt Lake Bay,Outside,Steamer clam,Whole,26
Salt Lake Bay,Outside,Steamer clam,Whole,28
Salt Lake Bay,Outside,Steamer clam,Whole,29
Salt Lake Bay,Outside,Steamer clam,Whole,27
Salt Lake Bay,Outside,Steamer clam,Whole,31
Salt Lake Bay,Outside,Steamer clam,Whole,34
Salt Lake Bay,Outside,Steamer clam,Whole,30
Salt Lake Bay,Outside,Steamer clam,Whole,26
Shinaku Inlet,Edge,Bentnose macoma,Whole,51
Shinaku Inlet,Edge,Bentnose macoma,Whole,36
Shinaku Inlet,Edge,Bentnose macoma,Whole,35
Shinaku Inlet,Edge,Bentnose macoma,Whole,51
Shinaku Inlet,Edge,Bentnose macoma,Whole,36
Shinaku Inlet,Edge,Butter clam,Sea Otter,61
Shinaku Inlet,Edge,Butter clam,Sea Otter,51
Shinaku Inlet,Edge,Butter clam,Sea Otter,38
Shinaku Inlet,Edge,Cockle,Whole,43
Shinaku Inlet,Edge,Cockle,Whole,43
Shinaku Inlet,Edge,Cockle,Whole,35
